Name,Age,Gender,Medical Condition,Date of Admission,Doctor,Billing Amount,Admission Type,Discharge Date,Medication,Test Results,MaHoSo,MaNV,MaBN,examination date,year of birth,Address,citizen identification,phone number,health insurance,Treatment department
Tamara LEonArd,56,Female,Arthritis,15/03/2020,Timothy Wagner,5571.235246,Elective,22/03/2020,Paracetamol,Normal,HOSO5890,NV867,BN6329,02/03/1994,26/10/1998,"070 Jesse Rapid Suite 807
Madelineburgh, DE 18547",3.46E+11,84365511362,3128677777,N���
keVIN wong,76,Male,Asthma,22/09/2019,Kara Stevens,13014.33,Emergency,28/09/2019,Aspirin,Abnormal,HOSO9577,NV453,BN7433,01/04/2022,04/01/1990,"56749 Alexis Forge Suite 409
Patriciafort, MN 55237",8.68E+11,84915244637,7819288951,Da li��
LIsa LopeZ,81,Male,Obesity,07/12/2023,David Keller,27828.93952,Emergency,13/12/2023,Ibuprofen,Abnormal,HOSO5655,NV574,BN3730,20/12/1984,14/09/1992,"889 Brandon Centers Apt. 023
Tuckertown, IL 68235",6.98E+11,84571186921,4040438305,Ngo���
jUSTiN VArgAs,84,Female,Arthritis,01/07/2020,Emily Sanders,36931.48285,Elective,09/07/2020,Paracetamol,Normal,HOSO1081,NV218,BN9851,04/04/1991,18/10/1989,"USCGC Allen
FPO AA 77411",2.32E+11,84683905126,9736377878,Da li��
JoDy loPEZ,54,Male,Obesity,12/05/2020,Chris Green,41307.89583,Elective,17/05/2020,Penicillin,Normal,HOSO1239,NV269,BN1389,18/06/1979,20/12/1963,"7079 Buck Haven Suite 602
North Johnville, OH 80293",9.95E+11,84909745423,8970001366,Da li��
JONaTHaN wOODs,40,Male,Asthma,29/08/2022,Kurt Hamilton,36632.31835,Urgent,10/09/2022,Penicillin,Inconclusive,HOSO1044,NV204,BN7163,04/01/2011,16/06/1978,"794 Smith Viaduct
Port Meganberg, VT 88561",4.75E+11,84780466195,8357497325,Nhi khoa
eMMa RAY,79,Male,Cancer,01/11/2019,Richard Jones,17658.4724,Emergency,19/11/2019,Penicillin,Inconclusive,HOSO2088,NV883,BN5508,13/06/2024,01/12/1966,"54894 King Avenue
North Joshuamouth, ME 41845",6.18E+11,84823487256,5531518801,N���
andrEa jOHNSon,52,Male,Cancer,16/08/2019,Brian Herrera,10034.72126,Emergency,15/09/2019,Paracetamol,Abnormal,HOSO5651,NV494,BN1391,15/06/1950,18/05/1953,"524 Michael Circle
East Elizabethstad, MS 65166",3.24E+11,84675241181,1896713837,Ngo���
waYnE SHArp,42,Male,Diabetes,28/02/2021,Robert Perkins,7383.383359,Emergency,14/03/2021,Paracetamol,Normal,HOSO5686,NV515,BN2972,31/10/1963,26/01/1974,"322 Le Springs
East Stevenhaven, OH 92889",5.37E+11,84619001827,7485222784,N���
sHelby BLack,41,Male,Asthma,07/09/2020,Peter Nunez,28974.45533,Elective,30/09/2020,Paracetamol,Normal,HOSO6221,NV488,BN8928,21/09/2006,19/04/2004,"74363 Katherine Hill
Lake Shannon, RI 53706",4.56E+11,84951689329,4777852960,N���
maRthA MARTiN,26,Male,Arthritis,16/02/2024,Diane Richardson,4697.234334,Elective,28/02/2024,Aspirin,Abnormal,HOSO4038,NV104,BN5756,30/12/2013,20/12/2002,"85073 Fletcher Shore Apt. 893
Briannashire, TN 57660",4.18E+11,84329534266,8344014374,Nhi khoa
amanDA wilSoN,76,Female,Cancer,16/01/2021,Julia Monroe,41150.19069,Elective,27/01/2021,Lipitor,Abnormal,HOSO6250,NV321,BN4961,10/02/2016,29/06/2001,"340 Thomas Dam Suite 389
Hughesville, RI 33856",1.86E+11,84982742711,6029443178,Ngo���
JErEMy NGuyeN,29,Female,Arthritis,31/01/2023,Michael Palmer,30324.45091,Emergency,14/02/2023,Penicillin,Normal,HOSO4477,NV874,BN3522,11/04/1936,17/12/1995,"Unit 5556 Box 0892
DPO AP 92193",8.75E+11,84263685307,7601359039,Nhi khoa
eILEEN HaRRIs,19,Male,Hypertension,29/07/2022,Hector King,33646.11409,Emergency,21/08/2022,Penicillin,Normal,HOSO5767,NV468,BN1921,28/03/1975,05/04/2002,"2012 Roberts Well Apt. 739
Huntermouth, MI 68689",7.44E+11,84627873751,8536519035,N���
johN becKEr,30,Female,Diabetes,27/04/2022,Michael Webster,46717.95011,Urgent,01/05/2022,Penicillin,Inconclusive,HOSO5831,NV364,BN2753,07/05/1945,24/05/1948,"7467 Kayla Island Apt. 212
South Ashleyshire, VA 12386",6.09E+11,84428978445,8406980227,Tim m��
FelICIa wILey,37,Female,Asthma,06/06/2020,Christy Maxwell,49997.32637,Elective,22/06/2020,Aspirin,Normal,HOSO8602,NV767,BN2297,01/03/1947,03/11/1950,"9542 Travis Ways Apt. 697
Graceborough, RI 69344",8.78E+11,84148186464,9227823035,Nhi khoa
JESsE JOneS,82,Female,Asthma,02/11/2019,Jorge Armstrong,38397.02332,Elective,28/11/2019,Penicillin,Abnormal,HOSO3251,NV975,BN9526,11/11/1999,23/12/2018,"59603 Cook Coves Apt. 249
Port Maryhaven, NV 88403",4.95E+11,84706103840,2807235046,Nhi khoa
steVEN gleNn,84,Female,Obesity,12/09/2022,Alexander Patterson,10135.86552,Urgent,22/09/2022,Paracetamol,Inconclusive,HOSO5092,NV165,BN3665,14/10/1986,09/07/1984,"5974 Morris Mews
Andrewport, ME 11747",4.85E+11,84650556353,4666288870,Nhi khoa
CAROLine sWanSoN,52,Female,Arthritis,10/01/2021,Richard Rodgers,25685.62576,Emergency,25/01/2021,Paracetamol,Abnormal,HOSO6935,NV591,BN7983,18/10/2021,15/01/2025,"97643 Conrad Ways
Michaelshire, MI 48196",2.43E+11,84432952938,9542590031,Tim m��
TERRy NiCHolson,75,Female,Hypertension,05/11/2019,Jasmine King,6007.693943,Emergency,08/11/2019,Aspirin,Inconclusive,HOSO8951,NV590,BN3688,09/06/1940,03/12/1951,"081 Lucas Mount Suite 421
Richardsonberg, ME 08253",9.80E+11,84410794151,1048598021,Da li��
KelLy tHOmAS,30,Male,Cancer,17/02/2021,Nancy Sutton,7609.436017,Urgent,07/03/2021,Ibuprofen,Abnormal,HOSO6905,NV761,BN1217,04/09/2015,09/07/1994,"7543 Harper Overpass Suite 954
South Mary, CT 60556",1.06E+11,84360655054,9686317063,Da li��
stevEn McgeE,76,Male,Diabetes,04/06/2023,Brittany Anderson,46287.04931,Emergency,27/06/2023,Paracetamol,Inconclusive,HOSO9532,NV417,BN3444,21/11/2000,12/03/1939,"20638 Thomas Underpass
Mariahland, MT 83325",9.62E+11,84220018321,5219793325,Ngo���
sHeLleY waRE,56,Male,Diabetes,07/09/2023,Heather Long,19204.91778,Emergency,06/10/2023,Lipitor,Inconclusive,HOSO8773,NV780,BN3096,09/04/1988,17/04/1970,"7529 Kyle Ports
Fisherborough, UT 06890",9.87E+11,84325612891,5313487697,N���
MELiSSA bRADY,65,Female,Hypertension,29/09/2022,Amy Hawkins,45019.02631,Emergency,09/10/2022,Paracetamol,Abnormal,HOSO1263,NV280,BN7124,19/08/1959,02/05/1949,"USCGC Berry
FPO AA 46295",7.83E+11,84394233398,5047908548,Ngo���
MArIA hAll,83,Female,Obesity,03/02/2022,Victor Fowler,44581.1535,Urgent,08/02/2022,Penicillin,Abnormal,HOSO9036,NV556,BN8873,12/03/1988,02/11/2019,"062 Le Walks
Port John, TN 76928",2.58E+11,84476181024,3629228218,N���
AnDRE sMITh,43,Female,Hypertension,14/02/2024,Sharon Hall,8726.699006,Elective,02/03/2024,Penicillin,Inconclusive,HOSO9073,NV415,BN3852,17/05/2023,14/06/1963,"30506 Tricia Run
Lake Jennifer, CA 36201",5.61E+11,84903559883,9420328762,Ngo���
KareN GOnZaleZ,84,Male,Hypertension,10/09/2020,Jeffrey Arellano,41966.56891,Urgent,21/09/2020,Ibuprofen,Inconclusive,HOSO3147,NV466,BN7701,04/09/1949,24/10/1983,"Unit 7787 Box 4141
DPO AE 19078",9.44E+11,84632893315,5257070608,Tim m��
ViNCENt SelLErS,84,Female,Hypertension,24/01/2023,Mary Johnson,44255.32601,Urgent,27/01/2023,Lipitor,Inconclusive,HOSO7365,NV266,BN9324,22/01/1944,24/02/2000,"781 Jones Ports Apt. 937
Brentbury, RI 96627",3.78E+11,84362706519,1964874897,Ngo���
brANDon buRKe,77,Male,Obesity,01/10/2021,Kimberly Key,43644.33708,Emergency,23/10/2021,Paracetamol,Abnormal,HOSO7979,NV224,BN9666,28/09/1939,16/11/1971,"USNS Clark
FPO AP 04460",8.62E+11,84783112493,4273199276,Ngo���
MR. MArK hANCocK,60,Male,Arthritis,05/06/2021,Tara Lopez,45304.3895,Elective,11/06/2021,Penicillin,Inconclusive,HOSO9047,NV740,BN6017,14/03/2007,08/09/2013,"38018 Hill Cove Apt. 351
Porterview, WA 22990",3.39E+11,84684806094,8750758739,Nhi khoa
kenNETH PEReZ,48,Male,Arthritis,09/08/2023,Angela Lara,18891.92099,Urgent,26/08/2023,Paracetamol,Inconclusive,HOSO5091,NV659,BN1163,05/03/1997,05/04/2010,"047 Sarah Garden
North Crystal, NY 30061",4.41E+11,84002130839,5871603023,Nhi khoa
MArtiN haNsEn,80,Female,Asthma,22/12/2020,Laurie Brewer,18381.58295,Urgent,16/01/2021,Ibuprofen,Normal,HOSO8139,NV671,BN8076,05/12/1947,24/06/1950,"88198 Wiggins Vista
Williamsside, WY 77913",3.56E+11,84583392125,7681318012,Tim m��
susAn bROWN,46,Male,Hypertension,21/06/2022,Margaret Hensley DVM,42316.12427,Elective,10/07/2022,Paracetamol,Inconclusive,HOSO2713,NV941,BN1689,12/08/2015,12/11/1976,"3888 Martin Fall
Port Jeffery, IL 75891",2.72E+11,84588110155,7959044953,N���
niCOle ALVAraDO,38,Male,Arthritis,05/05/2021,Adam Bowers,15072.57093,Elective,15/05/2021,Penicillin,Abnormal,HOSO7769,NV619,BN4790,26/01/1967,20/02/1997,"372 Alejandro Square
Danastad, AZ 48116",2.35E+11,84007173509,2364278252,Nhi khoa
JeSsicA RodRiGUeZ,72,Female,Asthma,20/04/2024,Renee Odom,7380.731298,Elective,10/05/2024,Aspirin,Normal,HOSO1430,NV616,BN2342,04/02/2024,08/08/2015,"27168 Cain Club
Heatherview, UT 21495",9.64E+11,84555419665,7232714446,Ngo���
tiNA PriCE,70,Female,Asthma,13/06/2022,Amanda Morris,5936.363411,Elective,05/07/2022,Lipitor,Abnormal,HOSO7600,NV167,BN5124,29/11/1977,18/10/1959,"80982 Shaw Harbors
West Yolandashire, DC 12062",1.68E+11,84540919088,5687955815,Tim m��
mR. jaCk wIlliS,46,Female,Hypertension,01/09/2023,Gregory Oneill,7704.300991,Emergency,18/09/2023,Penicillin,Abnormal,HOSO7263,NV826,BN2975,13/01/1966,06/02/1971,"92707 Richard Lane
North Annette, UT 11722",3.66E+11,84771305115,4432868065,Nhi khoa
GreGoRY aDAMS,82,Male,Cancer,14/03/2020,Erika Smith,12099.7931,Urgent,01/04/2020,Penicillin,Normal,HOSO5473,NV107,BN7599,20/10/1943,17/11/1949,"783 Reynolds Island Suite 430
Herreraside, NY 94397",6.81E+11,84979136919,7694905169,Ngo���
DAVId RObErtS,44,Female,Hypertension,05/06/2022,Michelle Harmon,17202.89964,Elective,29/06/2022,Ibuprofen,Inconclusive,HOSO3656,NV932,BN7370,03/04/1950,27/09/1948,"541 Warren Mission
Jonathanton, OH 11210",6.13E+11,84872790538,9745235203,Nhi khoa
COry PERry,34,Female,Asthma,19/12/2019,Shane Russell,25275.94423,Urgent,16/01/2020,Ibuprofen,Inconclusive,HOSO8760,NV558,BN9813,06/03/2014,20/12/2020,"4332 White Street Suite 817
East Samuelmouth, MN 13073",4.60E+11,84558438037,8181566540,Nhi khoa
JeSsica BarrY,49,Male,Hypertension,06/12/2020,Rhonda Miller,17002.30327,Emergency,09/12/2020,Ibuprofen,Normal,HOSO4436,NV876,BN7710,17/03/2021,08/05/1942,"685 Patrick Fords
Millerstad, WY 79643",3.67E+11,84895130359,5704215282,Ngo���
cyNthIA thOmAs,44,Female,Cancer,13/05/2019,Aaron Turner,4794.751355,Emergency,10/06/2019,Paracetamol,Inconclusive,HOSO3755,NV692,BN5905,21/05/2005,15/02/2003,"Unit 0535 Box 7396
DPO AE 03418",5.88E+11,84798688550,1199275647,Nhi khoa
sHannOn JOHnSOn,37,Male,Hypertension,17/01/2023,Angela Anderson,7241.195989,Elective,05/02/2023,Penicillin,Normal,HOSO9465,NV370,BN3836,10/07/1982,07/08/1976,"9697 Seth Cliff Apt. 437
North Michaelside, ND 03399",9.26E+11,84887196103,4640462898,N���
jUSTIn whITE,37,Male,Arthritis,28/07/2022,Caitlin Jackson,45218.74105,Elective,16/08/2022,Aspirin,Abnormal,HOSO5364,NV536,BN9876,16/07/2022,31/10/2012,"PSC 8904, Box 5854
APO AA 47994",7.79E+11,84191895762,6007791690,Nhi khoa
reGINA sTewarT,58,Female,Diabetes,15/10/2022,Jeremy Stout,32052.05646,Urgent,05/11/2022,Ibuprofen,Abnormal,HOSO3960,NV446,BN6696,17/01/1978,24/08/1944,"Unit 5142 Box 5979
DPO AP 59635",3.36E+11,84255162523,4951197437,Da li��
chelsEa FInLeY,20,Female,Obesity,25/05/2020,Michele Warren,30718.54628,Elective,06/06/2020,Ibuprofen,Normal,HOSO9916,NV102,BN4317,29/07/1982,22/12/1990,"PSC 2470, Box 1334
APO AA 54923",4.75E+11,84334057412,6231115914,Ngo���
emmA beNNeTt,43,Male,Obesity,13/02/2021,Eric English,51441.72905,Urgent,03/03/2021,Aspirin,Abnormal,HOSO9514,NV580,BN5467,09/05/1937,11/02/1959,"10232 Andrea Oval
Port Cindyton, NV 65954",6.31E+11,84551921920,7085810322,Ngo���
AlaN lEe,57,Female,Cancer,31/05/2023,Shirley Armstrong,1821.347946,Emergency,25/06/2023,Penicillin,Inconclusive,HOSO6726,NV424,BN6143,24/12/2007,19/05/1969,"USNS Brown
FPO AP 62434",5.37E+11,84775390375,9281357194,Tim m��
KatELYn MiLler,76,Male,Arthritis,18/01/2020,Mary Miller,23857.49948,Urgent,26/01/2020,Paracetamol,Inconclusive,HOSO7913,NV482,BN1993,16/05/1954,03/01/1949,"1702 Christopher Haven
South Melissa, NE 72877",5.76E+11,84619529662,1202210915,Da li��
aManda morriS,53,Female,Cancer,19/08/2020,Steve Anderson,4795.513439,Urgent,28/08/2020,Penicillin,Abnormal,HOSO8834,NV536,BN5439,27/05/1982,27/10/2014,"639 Burke Mountain Suite 214
Riveraton, CO 08814",9.77E+11,84504219588,6019023826,Tim m��
dAvID pRatt,45,Male,Diabetes,24/12/2022,Candice Harris,25500.707,Emergency,22/01/2023,Ibuprofen,Normal,HOSO1719,NV312,BN9048,08/04/1970,22/05/1978,"5247 Booker Vista
North Robertton, FL 74708",1.56E+11,84856495964,1198655936,Nhi khoa
MAtTheW cunnINGHAm,21,Female,Asthma,05/09/2020,Rhonda Lucas,10837.61458,Emergency,25/09/2020,Aspirin,Normal,HOSO5687,NV247,BN5021,22/11/1978,28/11/1948,"13308 Melissa Lane
Tinabury, OK 94025",3.94E+11,84667152043,6439791334,Ngo���
bObBY CarSoN,64,Male,Arthritis,10/09/2022,Cody Mcintyre,46836.7059,Elective,22/09/2022,Paracetamol,Normal,HOSO1979,NV569,BN5913,17/05/1970,04/03/1948,"3186 Gomez Pike Apt. 428
New Shawnland, FL 71251",3.22E+11,84786275729,6713625453,Ngo���
meliNda WIlSOn,71,Male,Diabetes,26/04/2021,Scott Adams DDS,11426.01213,Emergency,04/05/2021,Aspirin,Abnormal,HOSO6611,NV996,BN4252,04/07/1951,17/01/1965,"03697 Danny Station Apt. 171
Port Shaneside, AR 98750",3.48E+11,84208651224,3277100824,Ngo���
NancY HaNSEn,28,Female,Diabetes,20/01/2024,Jason Dixon,20590.5154,Urgent,28/01/2024,Penicillin,Normal,HOSO4569,NV385,BN5753,21/09/1994,24/04/1990,"788 Melissa Plaza
Floydberg, NJ 81367",6.59E+11,84308530069,4948536399,Nhi khoa
gReGoRY wALlS,79,Male,Hypertension,05/03/2021,Larry Williams,28100.09253,Emergency,15/03/2021,Lipitor,Normal,HOSO3944,NV883,BN3416,05/03/2010,13/12/1976,"401 Christopher Trail
Lake Brittany, RI 97314",7.74E+11,84103448521,3028138399,Tim m��
aMBer NiXoN,40,Male,Arthritis,27/12/2020,Candice Gray,33188.92655,Urgent,23/01/2021,Penicillin,Abnormal,HOSO1082,NV738,BN8454,31/07/1961,17/03/1992,"2438 Turner Shoal
Ashleyport, MD 26378",9.38E+11,84925133232,3939225389,Nhi khoa
KriStIn fRancO,50,Female,Asthma,22/09/2021,Michael Richardson,47130.0256,Urgent,15/10/2021,Lipitor,Abnormal,HOSO6444,NV548,BN6443,04/04/1998,24/03/1946,"90549 Drake Ports
Julieville, GA 12464",1.89E+11,84897418814,9335169607,Tim m��
JEremIAH vAZQuEz,64,Female,Cancer,01/05/2023,Megan Allen,20361.86552,Urgent,31/05/2023,Lipitor,Abnormal,HOSO8544,NV983,BN5328,11/02/1997,09/09/1996,"571 Lewis Square
West Jose, NJ 25657",3.03E+11,84380585072,5295759189,N���
AnthONy SmITH,81,Male,Obesity,12/05/2019,Jonathan Crawford,11229.75549,Emergency,23/05/2019,Penicillin,Abnormal,HOSO8159,NV261,BN5621,17/12/1995,14/06/2016,"09881 Cody Harbor Apt. 666
South Michaelstad, PA 12509",9.32E+11,84084404809,6100261265,Da li��
vIcToRiA brADy,52,Female,Hypertension,22/02/2021,Benjamin Cruz,6969.091522,Emergency,15/03/2021,Penicillin,Normal,HOSO8220,NV457,BN3225,25/02/1978,01/03/1969,"42582 Rogers Corners
East Denisestad, NE 96843",1.89E+11,84555672736,6692592651,N���
erIN cLaRk,76,Male,Obesity,10/03/2022,Tracy Marks,31405.58063,Urgent,18/03/2022,Aspirin,Inconclusive,HOSO4912,NV190,BN8411,01/06/1985,12/07/1956,"469 Bradley Spurs Apt. 492
Webermouth, MS 33293",3.66E+11,84844039662,5489060284,N���
hEAtHer BOyLe,52,Male,Obesity,23/10/2022,Nathan Benjamin,22976.90758,Emergency,03/11/2022,Aspirin,Abnormal,HOSO2341,NV669,BN6250,11/09/1998,22/01/1948,"1752 Stephanie Walk Apt. 508
West Beth, FL 27038",4.28E+11,84069620407,7979328326,Ngo���
eLiZAbeTH ShEPPARd,77,Female,Cancer,13/03/2024,Sara Cole,32136.51041,Emergency,29/03/2024,Penicillin,Inconclusive,HOSO8887,NV821,BN5668,09/08/1999,16/03/2002,"896 Mcdonald Bypass Suite 345
Pittsport, MN 41454",2.04E+11,84002247123,7076525631,Ngo���
roBErT boOne,81,Male,Hypertension,06/08/2019,Sara Warner,39313.88983,Elective,16/08/2019,Lipitor,Normal,HOSO9398,NV694,BN6807,25/12/1946,11/07/1967,"3724 Wright Roads
Moniqueton, CT 57099",8.16E+11,84956344554,7522969879,Nhi khoa
geoFFrEy DANiELs,36,Male,Obesity,15/09/2020,Stanley Moreno,5624.288669,Emergency,26/09/2020,Paracetamol,Inconclusive,HOSO9139,NV591,BN4348,04/09/1942,10/07/1981,"0117 Daniel Lake Suite 294
Sydneyport, CA 80289",3.38E+11,84022775577,7126477895,Ngo���
joHN khAn,72,Female,Cancer,31/10/2019,Nina Smith,5823.048061,Elective,03/11/2019,Lipitor,Inconclusive,HOSO2248,NV710,BN5381,19/10/2020,10/01/1936,"507 Morrison Villages
Craigchester, MI 26043",7.34E+11,84710793703,3222471277,N���
ChrISTopheR aRmSTRoNg,70,Male,Diabetes,07/09/2020,Justin Nguyen,11628.61734,Urgent,19/09/2020,Lipitor,Inconclusive,HOSO4677,NV877,BN2343,11/10/1964,04/12/1988,"9123 Rollins Center
North Amyville, NV 19728",7.17E+11,84628402844,6129883167,N���
JeNNiFER lopez,44,Female,Arthritis,27/08/2021,Michele Ramos,8104.667977,Elective,24/09/2021,Lipitor,Inconclusive,HOSO2252,NV223,BN3243,08/04/2017,27/01/1961,"041 Douglas Glens Apt. 163
North Jerrybury, UT 89687",6.90E+11,84868671343,6859810671,N���
mELISSa ROBerTson,81,Female,Arthritis,21/12/2019,James Harris,12093.08681,Emergency,15/01/2020,Aspirin,Inconclusive,HOSO7553,NV169,BN6759,02/04/1987,28/08/1973,"263 Shields Motorway Suite 599
Port Sara, DC 16083",7.40E+11,84614541247,1515466131,Nhi khoa
KAren PriCE,41,Male,Arthritis,23/09/2019,Carla Burgess,29465.81709,Urgent,26/09/2019,Lipitor,Abnormal,HOSO7745,NV628,BN6168,12/01/1975,27/12/2023,"4963 King Estates Apt. 503
Port Robertstad, WY 16195",3.82E+11,84785726198,9380478641,Da li��
LiSa fRanKLin,32,Female,Arthritis,21/05/2022,Luke York,22545.92923,Emergency,25/05/2022,Penicillin,Inconclusive,HOSO9953,NV286,BN6726,01/03/1992,25/02/1988,"0989 Melissa Points Apt. 268
Erikshire, KY 25664",2.43E+11,84597440323,2969275253,Nhi khoa
KRisTIN BURtoN,58,Female,Obesity,29/12/2019,Whitney Phillips,2641.016179,Elective,04/01/2020,Aspirin,Normal,HOSO7013,NV461,BN4139,18/12/2014,21/06/1951,"1814 Bentley Lodge
Port Denise, MN 60718",5.26E+11,84896211263,7711126102,Tim m��
caiTLin aDAms,33,Male,Arthritis,03/04/2020,Daniel Johnson,16527.25787,Elective,04/04/2020,Penicillin,Inconclusive,HOSO5466,NV821,BN9678,30/07/1938,14/04/1937,"7434 Wagner Parkways Suite 787
Port Troy, AL 47437",2.97E+11,84342158362,7451971535,Nhi khoa
EvaN HeRnANDez,80,Male,Cancer,15/12/2022,Audrey Lewis,13624.82928,Urgent,28/12/2022,Paracetamol,Inconclusive,HOSO3641,NV469,BN1643,28/11/1958,26/03/1976,"962 Parsons Mountain
Jeffreyshire, MS 37264",1.71E+11,84358374275,7250173317,Nhi khoa
jEnNiFer KNiGht,67,Male,Obesity,07/08/2020,Donald Wagner,39570.06896,Urgent,09/08/2020,Aspirin,Inconclusive,HOSO6677,NV739,BN3778,30/08/1949,01/02/2020,"1815 Torres Road Suite 331
Mariaburgh, VA 93533",3.09E+11,84620216365,1538877620,N���
BOnnIE WiLSon,39,Male,Diabetes,19/03/2022,Lisa Fisher,13256.41456,Urgent,20/03/2022,Paracetamol,Normal,HOSO9137,NV694,BN8137,14/09/1942,09/05/1957,"9695 Stephanie Shore Apt. 383
Gilesfurt, MT 16219",1.27E+11,84486831326,2422532383,Da li��
kEnnETh raMIREZ,52,Male,Arthritis,10/03/2024,Amber Williams,32633.20307,Emergency,26/03/2024,Aspirin,Normal,HOSO4593,NV116,BN3353,10/07/1941,13/09/1958,"742 Hall Throughway Suite 494
East Rebecca, RI 24378",5.33E+11,84707669967,9670900344,Nhi khoa
ELleN mCCuLloUgh,49,Male,Arthritis,29/11/2019,Patrick Medina,19720.0359,Emergency,30/11/2019,Lipitor,Normal,HOSO9961,NV442,BN2655,23/03/1967,23/07/1944,"75439 Joseph Prairie Apt. 209
Trevorville, OH 78700",7.12E+11,84504108797,8887004835,Ngo���
THomAS SToNe,41,Male,Hypertension,17/07/2019,Sheri Castro,46421.26125,Emergency,12/08/2019,Paracetamol,Abnormal,HOSO4771,NV796,BN1067,29/01/2024,16/12/1990,"76367 Cortez Estates
Gordonland, SC 40870",3.92E+11,84979623104,8591265359,Da li��
katHLEEn ArMstrong,81,Female,Hypertension,27/05/2020,Crystal Thornton,10767.37667,Elective,12/06/2020,Aspirin,Normal,HOSO6898,NV467,BN4109,03/10/1995,04/06/1945,"902 Baker Rapid Suite 033
Davidchester, SC 88590",3.31E+11,84719105515,8076982964,N���
tErrY BEnnetT,19,Female,Hypertension,06/09/2019,Kimberly Carter,47656.51701,Emergency,01/10/2019,Penicillin,Inconclusive,HOSO2600,NV643,BN5816,31/10/2003,01/09/1999,"192 Juan Plains
Grayborough, AL 97333",5.87E+11,84932662129,4831512520,Tim m��
kRISTIN NGuYeN,83,Male,Hypertension,06/04/2021,Frederick Arnold,46186.16325,Elective,06/05/2021,Ibuprofen,Abnormal,HOSO2716,NV482,BN9160,08/12/1987,10/02/1989,"22107 Kara Expressway Suite 789
East Krystalhaven, NE 14428",9.52E+11,84272279473,8207905738,Da li��
aNgEla rANdOLph,36,Female,Cancer,19/05/2019,Anna Atkinson,44148.54288,Emergency,29/05/2019,Paracetamol,Abnormal,HOSO9496,NV327,BN5809,29/05/2014,08/11/2002,"6533 Shannon Streets
Amandaview, OK 65738",1.78E+11,84733025648,4424126814,Da li��
chrIsTOpHEr tAtE,43,Female,Cancer,24/09/2023,Mary Coleman,12447.26512,Elective,20/10/2023,Paracetamol,Abnormal,HOSO7117,NV519,BN3815,14/06/1961,16/04/1938,"52409 Lara Turnpike
East Lindsayshire, IN 15216",3.24E+11,84042477077,9276725424,Tim m��
chrisTopHeR wALToN,72,Male,Diabetes,30/09/2019,Jeremy Parker,43298.4337,Urgent,10/10/2019,Paracetamol,Abnormal,HOSO3283,NV887,BN9244,08/07/1970,19/09/2015,"49117 Patel Route Suite 959
West Jonhaven, IL 76117",7.30E+11,84417894151,9567851675,Da li��
mEAGAN MIranDA,73,Female,Asthma,23/07/2022,Dorothy Garcia,33379.54547,Emergency,16/08/2022,Ibuprofen,Abnormal,HOSO6862,NV898,BN8856,07/04/1980,10/04/2000,"7889 Sean Stravenue Suite 617
East Joshuamouth, NM 57194",3.89E+11,84341885234,8993663724,Da li��
dAvId BrOwn,32,Male,Cancer,11/05/2020,John Sanders,37553.16097,Emergency,06/06/2020,Aspirin,Inconclusive,HOSO2293,NV739,BN5300,06/08/1965,07/08/1967,"89707 Joshua Spring Suite 400
Lake Ashley, PA 17199",3.38E+11,84101396175,7827273219,Tim m��
EriC MilleR,39,Male,Asthma,01/08/2019,Ashlee Cooper,44931.12877,Elective,08/08/2019,Penicillin,Normal,HOSO7237,NV232,BN1410,25/11/1937,28/12/1975,"590 Silva Lodge
Carrtown, TX 21689",4.52E+11,84656360722,2339595728,Da li��
JoeL BaRTlEtT,72,Male,Asthma,06/09/2019,Nicole Vance,44595.97086,Urgent,15/09/2019,Lipitor,Abnormal,HOSO9827,NV846,BN2256,15/05/2011,22/05/2024,"40570 Morales Drive
New Robinmouth, KY 30948",7.47E+11,84270102752,3120067192,Tim m��
stAcY GIlLEspiE,24,Male,Cancer,28/01/2023,Karen Lynn,10243.97206,Emergency,26/02/2023,Penicillin,Inconclusive,HOSO7590,NV608,BN1188,14/10/1938,05/12/1952,"108 Terri Extension
Stewartbury, AR 35187",8.34E+11,84795660909,9852064294,Ngo���
